run	Prop_VSO	Prop_SVO	Prop_SOV	n_agents	n_turns	n_conversations	n_gen	n_runs	prob_random	learn_as_talking	probScale
25	0.0	0.0	1.0	10	10	2	300	100	0	False	2
26	0.0	0.0	1.0	10	10	2	300	100	0	False	2
27	0.0	0.0	1.0	10	10	2	300	100	0	False	2
28	0.0	0.0	1.0	10	10	2	300	100	0	False	2
29	0.0	0.0	1.0	10	10	2	300	100	0	False	2
30	0.0	0.0	1.0	10	10	2	300	100	0	False	2
31	0.0	0.0	1.0	10	10	2	300	100	0	False	2
32	0.0	0.0	1.0	10	10	2	300	100	0	False	2
33	0.0	0.0	1.0	10	10	2	300	100	0	False	2
34	0.0	0.0	1.0	10	10	2	300	100	0	False	2
35	0.0	0.0	1.0	10	10	2	300	100	0	False	2
36	0.0	0.0	1.0	10	10	2	300	100	0	False	2
37	0.0	0.0	1.0	10	10	2	300	100	0	False	2
38	0.0	0.0	1.0	10	10	2	300	100	0	False	2
39	0.0	0.0	1.0	10	10	2	300	100	0	False	2
40	0.0	0.0	1.0	10	10	2	300	100	0	False	2
41	0.0	0.0	1.0	10	10	2	300	100	0	False	2
42	0.0	0.0	1.0	10	10	2	300	100	0	False	2
43	0.0	0.0	1.0	10	10	2	300	100	0	False	2
44	0.0	0.0	1.0	10	10	2	300	100	0	False	2
45	0.0	0.0	1.0	10	10	2	300	100	0	False	2
46	0.0	0.0	1.0	10	10	2	300	100	0	False	2
47	0.0	0.0	1.0	10	10	2	300	100	0	False	2
48	0.0	0.0	1.0	10	10	2	300	100	0	False	2
49	0.0	0.0	1.0	10	10	2	300	100	0	False	2
50	0.0	0.0	1.0	10	10	2	300	100	0	False	2
51	0.0	0.0	1.0	10	10	2	300	100	0	False	2
52	0.0	0.0	1.0	10	10	2	300	100	0	False	2
53	0.0	0.0	1.0	10	10	2	300	100	0	False	2
54	0.0	0.0	1.0	10	10	2	300	100	0	False	2
55	0.0	0.0	1.0	10	10	2	300	100	0	False	2
56	0.0	0.0	1.0	10	10	2	300	100	0	False	2
57	0.0	0.0	1.0	10	10	2	300	100	0	False	2
58	0.0	0.0	1.0	10	10	2	300	100	0	False	2
59	0.0	0.0	1.0	10	10	2	300	100	0	False	2
60	0.0	0.0	1.0	10	10	2	300	100	0	False	2
61	0.0	0.0	1.0	10	10	2	300	100	0	False	2
62	0.0	0.0	1.0	10	10	2	300	100	0	False	2
63	0.0	0.0	1.0	10	10	2	300	100	0	False	2
64	0.0	0.0	1.0	10	10	2	300	100	0	False	2
65	0.0	0.0	1.0	10	10	2	300	100	0	False	2
66	0.0	0.0	1.0	10	10	2	300	100	0	False	2
67	0.0	0.0	1.0	10	10	2	300	100	0	False	2
68	0.0	0.0	1.0	10	10	2	300	100	0	False	2
69	0.0	0.0	1.0	10	10	2	300	100	0	False	2
70	0.0	0.0	1.0	10	10	2	300	100	0	False	2
71	0.0	0.0	1.0	10	10	2	300	100	0	False	2
72	0.0	0.0	1.0	10	10	2	300	100	0	False	2
73	0.0	0.0	1.0	10	10	2	300	100	0	False	2
74	0.0	0.0	1.0	10	10	2	300	100	0	False	2
75	0.0	0.0	1.0	10	10	2	300	100	0	False	2
76	0.0	0.0	1.0	10	10	2	300	100	0	False	2
77	0.0	0.0	1.0	10	10	2	300	100	0	False	2
78	0.0	0.0	1.0	10	10	2	300	100	0	False	2
79	0.0	0.0	1.0	10	10	2	300	100	0	False	2
80	0.0	0.0	1.0	10	10	2	300	100	0	False	2
81	0.0	0.0	1.0	10	10	2	300	100	0	False	2
82	0.0	0.0	1.0	10	10	2	300	100	0	False	2
83	0.0	0.0	1.0	10	10	2	300	100	0	False	2
84	0.0	0.0	1.0	10	10	2	300	100	0	False	2
85	0.0	0.0	1.0	10	10	2	300	100	0	False	2
86	0.0	0.0	1.0	10	10	2	300	100	0	False	2
87	0.0	0.0	1.0	10	10	2	300	100	0	False	2
88	0.0	0.0	1.0	10	10	2	300	100	0	False	2
89	0.0	0.0	1.0	10	10	2	300	100	0	False	2
90	0.0	0.0	1.0	10	10	2	300	100	0	False	2
91	0.0	0.0	1.0	10	10	2	300	100	0	False	2
92	0.0	0.0	1.0	10	10	2	300	100	0	False	2
93	0.0	0.0	1.0	10	10	2	300	100	0	False	2
94	0.0	0.0	1.0	10	10	2	300	100	0	False	2
95	0.0	0.0	1.0	10	10	2	300	100	0	False	2
96	0.0	0.0	1.0	10	10	2	300	100	0	False	2
97	0.0	0.0	1.0	10	10	2	300	100	0	False	2
98	0.0	0.0	1.0	10	10	2	300	100	0	False	2
99	0.0	0.0	1.0	10	10	2	300	100	0	False	2
0	0.0	0.0	1.0	10	10	2	300	100	0	False	1
1	0.0	0.0	1.0	10	10	2	300	100	0	False	1
2	0.0	0.0	1.0	10	10	2	300	100	0	False	1
3	0.0	0.0	1.0	10	10	2	300	100	0	False	1
4	0.0	0.0	1.0	10	10	2	300	100	0	False	1
5	0.0	0.0	1.0	10	10	2	300	100	0	False	1
6	0.0	0.0	1.0	10	10	2	300	100	0	False	1
7	0.0	0.0	1.0	10	10	2	300	100	0	False	1
8	0.0	0.0	1.0	10	10	2	300	100	0	False	1
9	0.0	0.0	1.0	10	10	2	300	100	0	False	1
10	0.0	0.0	1.0	10	10	2	300	100	0	False	1
11	0.0	0.0	1.0	10	10	2	300	100	0	False	1
12	0.0	0.0	1.0	10	10	2	300	100	0	False	1
13	0.0	0.0	1.0	10	10	2	300	100	0	False	1
14	0.0	0.0	1.0	10	10	2	300	100	0	False	1
15	0.0	0.0	1.0	10	10	2	300	100	0	False	1
16	0.0	0.0	1.0	10	10	2	300	100	0	False	1
17	0.0	0.0	1.0	10	10	2	300	100	0	False	1
18	0.0	0.0	1.0	10	10	2	300	100	0	False	1
19	0.0	0.0	1.0	10	10	2	300	100	0	False	1
20	0.0	0.0	1.0	10	10	2	300	100	0	False	1
21	0.0	0.0	1.0	10	10	2	300	100	0	False	1
22	0.0	0.0	1.0	10	10	2	300	100	0	False	1
23	0.0	0.0	1.0	10	10	2	300	100	0	False	1
24	0.0	0.0	1.0	10	10	2	300	100	0	False	1
25	0.0	0.0	1.0	10	10	2	300	100	0	False	1
26	0.0	0.0	1.0	10	10	2	300	100	0	False	1
27	0.0	0.0	1.0	10	10	2	300	100	0	False	1
28	0.0	0.0	1.0	10	10	2	300	100	0	False	1
29	0.0	0.0	1.0	10	10	2	300	100	0	False	1
30	0.0	0.0	1.0	10	10	2	300	100	0	False	1
31	0.0	0.0	1.0	10	10	2	300	100	0	False	1
32	0.0	0.0	1.0	10	10	2	300	100	0	False	1
33	0.0	0.0	1.0	10	10	2	300	100	0	False	1
34	0.0	0.0	1.0	10	10	2	300	100	0	False	1
35	0.0	0.0	1.0	10	10	2	300	100	0	False	1
36	0.0	0.0	1.0	10	10	2	300	100	0	False	1
37	0.0	0.0	1.0	10	10	2	300	100	0	False	1
38	0.0	0.0	1.0	10	10	2	300	100	0	False	1
39	0.0	0.0	1.0	10	10	2	300	100	0	False	1
40	0.0	0.0	1.0	10	10	2	300	100	0	False	1
41	0.0	1.0	0.0	10	10	2	300	100	0	False	1
42	0.0	0.0	1.0	10	10	2	300	100	0	False	1
43	0.0	0.0	1.0	10	10	2	300	100	0	False	1
44	0.0	0.0	1.0	10	10	2	300	100	0	False	1
45	0.0	0.0	1.0	10	10	2	300	100	0	False	1
46	0.0	0.0	1.0	10	10	2	300	100	0	False	1
47	0.0	0.0	1.0	10	10	2	300	100	0	False	1
48	0.0	0.0	1.0	10	10	2	300	100	0	False	1
49	0.0	0.0	1.0	10	10	2	300	100	0	False	1
50	0.0	0.0	1.0	10	10	2	300	100	0	False	1
51	0.0	0.0	1.0	10	10	2	300	100	0	False	1
52	0.0	0.0	1.0	10	10	2	300	100	0	False	1
53	0.0	0.0	1.0	10	10	2	300	100	0	False	1
54	0.0	0.0	1.0	10	10	2	300	100	0	False	1
55	0.0	0.0	1.0	10	10	2	300	100	0	False	1
56	0.0	0.0	1.0	10	10	2	300	100	0	False	1
57	0.0	0.0	1.0	10	10	2	300	100	0	False	1
58	0.0	0.0	1.0	10	10	2	300	100	0	False	1
59	0.0	0.0	1.0	10	10	2	300	100	0	False	1
60	0.0	0.0	1.0	10	10	2	300	100	0	False	1
61	0.0	0.0	1.0	10	10	2	300	100	0	False	1
62	0.0	0.0	1.0	10	10	2	300	100	0	False	1
63	0.0	0.0	1.0	10	10	2	300	100	0	False	1
64	0.0	0.0	1.0	10	10	2	300	100	0	False	1
65	0.0	0.0	1.0	10	10	2	300	100	0	False	1
66	0.0	0.0	1.0	10	10	2	300	100	0	False	1
67	0.0	0.0	1.0	10	10	2	300	100	0	False	1
68	0.0	0.0	1.0	10	10	2	300	100	0	False	1
69	0.0	0.0	1.0	10	10	2	300	100	0	False	1
70	0.0	0.0	1.0	10	10	2	300	100	0	False	1
71	0.0	0.0	1.0	10	10	2	300	100	0	False	1
72	0.0	0.0	1.0	10	10	2	300	100	0	False	1
73	0.0	0.0	1.0	10	10	2	300	100	0	False	1
74	0.0	0.0	1.0	10	10	2	300	100	0	False	1
75	0.0	0.0	1.0	10	10	2	300	100	0	False	1
76	0.0	0.0	1.0	10	10	2	300	100	0	False	1
77	0.0	0.0	1.0	10	10	2	300	100	0	False	1
78	0.0	0.0	1.0	10	10	2	300	100	0	False	1
79	0.0	0.0	1.0	10	10	2	300	100	0	False	1
80	0.0	0.0	1.0	10	10	2	300	100	0	False	1
81	0.0	0.0	1.0	10	10	2	300	100	0	False	1
82	0.0	0.0	1.0	10	10	2	300	100	0	False	1
83	0.0	0.0	1.0	10	10	2	300	100	0	False	1
84	0.0	0.0	1.0	10	10	2	300	100	0	False	1
85	0.0	0.0	1.0	10	10	2	300	100	0	False	1
86	0.0	0.0	1.0	10	10	2	300	100	0	False	1
87	0.0	0.0	1.0	10	10	2	300	100	0	False	1
88	0.0	0.0	1.0	10	10	2	300	100	0	False	1
89	0.0	0.0	1.0	10	10	2	300	100	0	False	1
90	0.0	0.0	1.0	10	10	2	300	100	0	False	1
91	0.0	0.0	1.0	10	10	2	300	100	0	False	1
92	0.0	0.0	1.0	10	10	2	300	100	0	False	1
93	0.0	0.0	1.0	10	10	2	300	100	0	False	1
94	0.0	0.0	1.0	10	10	2	300	100	0	False	1
95	0.0	0.0	1.0	10	10	2	300	100	0	False	1
96	0.0	0.0	1.0	10	10	2	300	100	0	False	1
97	0.0	0.0	1.0	10	10	2	300	100	0	False	1
98	0.0	0.0	1.0	10	10	2	300	100	0	False	1
99	0.0	0.0	1.0	10	10	2	300	100	0	False	1
0	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
1	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
2	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
3	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
4	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
5	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
6	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
7	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
8	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
9	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
10	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
11	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
12	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
13	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
14	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
15	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
16	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
17	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
18	0.0	1.0	0.0	10	10	2	300	100	0	False	0.5
19	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
20	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
21	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
22	0.0	1.0	0.0	10	10	2	300	100	0	False	0.5
23	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
24	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
25	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
26	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
27	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
28	0.0	1.0	0.0	10	10	2	300	100	0	False	0.5
29	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
30	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
31	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
32	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
33	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
34	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
35	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
36	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
37	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
38	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
39	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
40	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
41	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
42	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
43	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
44	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
45	0.0	1.0	0.0	10	10	2	300	100	0	False	0.5
46	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
47	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
48	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
49	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
50	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
51	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
52	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
53	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
54	0.0	1.0	0.0	10	10	2	300	100	0	False	0.5
55	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
56	0.0	1.0	0.0	10	10	2	300	100	0	False	0.5
57	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
58	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
59	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
60	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
61	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
62	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
63	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
64	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
65	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
66	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
67	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
68	0.0	1.0	0.0	10	10	2	300	100	0	False	0.5
69	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
70	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
71	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
72	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
73	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
74	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
75	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
76	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
77	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
78	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
79	0.0	1.0	0.0	10	10	2	300	100	0	False	0.5
80	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
81	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
82	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
83	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
84	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
85	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
86	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
87	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
88	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
89	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
90	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
91	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
92	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
93	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
94	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
95	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
96	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
97	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
98	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
99	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
0	0.0	0.0	1.0	10	10	2	300	100	0	False	1
1	0.0	0.0	1.0	10	10	2	300	100	0	False	1
2	0.0	0.0	1.0	10	10	2	300	100	0	False	1
3	0.0	0.0	1.0	10	10	2	300	100	0	False	1
4	0.0	0.0	1.0	10	10	2	300	100	0	False	1
5	0.0	0.0	1.0	10	10	2	300	100	0	False	1
6	0.0	0.0	1.0	10	10	2	300	100	0	False	1
7	0.0	0.0	1.0	10	10	2	300	100	0	False	1
8	0.0	0.0	1.0	10	10	2	300	100	0	False	1
9	0.0	0.0	1.0	10	10	2	300	100	0	False	1
10	0.0	0.0	1.0	10	10	2	300	100	0	False	1
11	0.0	0.0	1.0	10	10	2	300	100	0	False	1
12	0.0	0.0	1.0	10	10	2	300	100	0	False	1
13	0.0	0.0	1.0	10	10	2	300	100	0	False	1
14	0.0	0.0	1.0	10	10	2	300	100	0	False	1
15	0.0	0.0	1.0	10	10	2	300	100	0	False	1
16	0.0	0.0	1.0	10	10	2	300	100	0	False	1
17	0.0	0.0	1.0	10	10	2	300	100	0	False	1
18	0.0	0.0	1.0	10	10	2	300	100	0	False	1
19	0.0	0.0	1.0	10	10	2	300	100	0	False	1
20	0.0	0.0	1.0	10	10	2	300	100	0	False	1
21	0.0	0.0	1.0	10	10	2	300	100	0	False	1
22	0.0	0.0	1.0	10	10	2	300	100	0	False	1
23	0.0	0.0	1.0	10	10	2	300	100	0	False	1
24	0.0	0.0	1.0	10	10	2	300	100	0	False	1
25	0.0	0.0	1.0	10	10	2	300	100	0	False	1
26	0.0	0.0	1.0	10	10	2	300	100	0	False	1
27	0.0	0.0	1.0	10	10	2	300	100	0	False	1
28	0.0	0.0	1.0	10	10	2	300	100	0	False	1
29	0.0	0.0	1.0	10	10	2	300	100	0	False	1
30	0.0	0.0	1.0	10	10	2	300	100	0	False	1
31	0.0	0.0	1.0	10	10	2	300	100	0	False	1
32	0.0	0.0	1.0	10	10	2	300	100	0	False	1
33	0.0	0.0	1.0	10	10	2	300	100	0	False	1
34	0.0	0.0	1.0	10	10	2	300	100	0	False	1
35	0.0	0.0	1.0	10	10	2	300	100	0	False	1
36	0.0	0.0	1.0	10	10	2	300	100	0	False	1
37	0.0	0.0	1.0	10	10	2	300	100	0	False	1
38	0.0	0.0	1.0	10	10	2	300	100	0	False	1
39	0.0	0.0	1.0	10	10	2	300	100	0	False	1
40	0.0	0.0	1.0	10	10	2	300	100	0	False	1
41	0.0	0.0	1.0	10	10	2	300	100	0	False	1
42	0.0	0.0	1.0	10	10	2	300	100	0	False	1
43	0.0	0.0	1.0	10	10	2	300	100	0	False	1
44	0.0	0.0	1.0	10	10	2	300	100	0	False	1
45	0.0	0.0	1.0	10	10	2	300	100	0	False	1
46	0.0	0.0	1.0	10	10	2	300	100	0	False	1
47	0.0	0.0	1.0	10	10	2	300	100	0	False	1
48	0.0	0.0	1.0	10	10	2	300	100	0	False	1
49	0.0	0.0	1.0	10	10	2	300	100	0	False	1
50	0.0	0.0	1.0	10	10	2	300	100	0	False	1
51	0.0	0.0	1.0	10	10	2	300	100	0	False	1
52	0.0	0.0	1.0	10	10	2	300	100	0	False	1
53	0.0	0.0	1.0	10	10	2	300	100	0	False	1
54	0.0	0.0	1.0	10	10	2	300	100	0	False	1
55	0.0	0.0	1.0	10	10	2	300	100	0	False	1
56	0.0	0.0	1.0	10	10	2	300	100	0	False	1
57	0.0	0.0	1.0	10	10	2	300	100	0	False	1
58	0.0	0.0	1.0	10	10	2	300	100	0	False	1
59	0.0	0.0	1.0	10	10	2	300	100	0	False	1
60	0.0	0.0	1.0	10	10	2	300	100	0	False	1
61	0.0	0.0	1.0	10	10	2	300	100	0	False	1
62	0.0	0.0	1.0	10	10	2	300	100	0	False	1
63	0.0	0.0	1.0	10	10	2	300	100	0	False	1
64	0.0	0.0	1.0	10	10	2	300	100	0	False	1
65	0.0	0.0	1.0	10	10	2	300	100	0	False	1
66	0.0	0.0	1.0	10	10	2	300	100	0	False	1
67	0.0	0.0	1.0	10	10	2	300	100	0	False	1
68	0.0	0.0	1.0	10	10	2	300	100	0	False	1
69	0.0	0.0	1.0	10	10	2	300	100	0	False	1
70	0.0	0.0	1.0	10	10	2	300	100	0	False	1
71	0.0	0.0	1.0	10	10	2	300	100	0	False	1
72	0.0	0.0	1.0	10	10	2	300	100	0	False	1
73	0.0	0.0	1.0	10	10	2	300	100	0	False	1
74	0.0	0.0	1.0	10	10	2	300	100	0	False	1
75	0.0	0.0	1.0	10	10	2	300	100	0	False	1
76	0.0	0.0	1.0	10	10	2	300	100	0	False	1
77	0.0	0.0	1.0	10	10	2	300	100	0	False	1
78	0.0	0.0	1.0	10	10	2	300	100	0	False	1
79	0.0	0.0	1.0	10	10	2	300	100	0	False	1
80	0.0	0.0	1.0	10	10	2	300	100	0	False	1
81	0.0	0.0	1.0	10	10	2	300	100	0	False	1
82	0.0	0.0	1.0	10	10	2	300	100	0	False	1
83	0.0	0.0	1.0	10	10	2	300	100	0	False	1
84	0.0	0.0	1.0	10	10	2	300	100	0	False	1
85	0.0	0.0	1.0	10	10	2	300	100	0	False	1
86	0.0	0.0	1.0	10	10	2	300	100	0	False	1
87	0.0	0.0	1.0	10	10	2	300	100	0	False	1
88	0.0	0.0	1.0	10	10	2	300	100	0	False	1
89	0.0	0.0	1.0	10	10	2	300	100	0	False	1
90	0.0	0.0	1.0	10	10	2	300	100	0	False	1
91	0.0	0.0	1.0	10	10	2	300	100	0	False	1
92	0.0	0.0	1.0	10	10	2	300	100	0	False	1
93	0.0	0.0	1.0	10	10	2	300	100	0	False	1
94	0.0	0.0	1.0	10	10	2	300	100	0	False	1
95	0.0	0.0	1.0	10	10	2	300	100	0	False	1
96	0.0	0.0	1.0	10	10	2	300	100	0	False	1
97	0.0	0.0	1.0	10	10	2	300	100	0	False	1
98	0.0	0.0	1.0	10	10	2	300	100	0	False	1
99	0.0	0.0	1.0	10	10	2	300	100	0	False	1
0	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
1	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
2	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
3	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
4	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
5	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
6	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
7	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
8	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
9	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
10	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
11	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
12	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
13	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
14	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
15	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
16	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
17	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
18	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
19	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
20	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
21	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
22	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
23	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
24	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
25	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
26	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
27	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
28	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
29	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
30	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
31	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
32	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
33	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
34	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
35	0.0	1.0	0.0	10	10	2	300	100	0	False	0.5
36	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
37	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
38	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
39	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
40	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
41	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
42	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
43	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
44	0.0	1.0	0.0	10	10	2	300	100	0	False	0.5
45	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
46	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
47	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
48	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
49	0.0	1.0	0.0	10	10	2	300	100	0	False	0.5
50	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
51	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
52	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
53	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
54	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
55	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
56	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
57	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
58	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
59	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
60	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
61	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
62	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
63	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
64	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
65	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
66	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
67	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
68	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
69	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
70	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
71	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
72	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
73	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
74	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
75	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
76	0.0	0.0	1.0	10	10	2	300	100	0	False	0.5
